Localidades Rurales Amanzanadas que rebasan su Ageb,,,,,,,
,,,,,,,
Clave Entidad,Clave Municipio,Clave Localidad,Clave Ageb,Nombre Geográfico,,,
20,055,0003,001-0,Guadalupe la Huertilla,,,
20,057,0009,016-1,Colonia Gabriel Ramos Millán,,,
20,057,0019,013-8,El Paguital,,,
20,057,0026,012-3,Donají,,,
20,059,0012,003-9,San Guillermo,,,
20,059,0041,004-3,El Zompantle,,,
20,059,0046,004-3,La Estancia,,,
20,059,0046,004-3,La Estancia,,,
20,059,0100,006-2,La Labor del Rosario,,,
20,061,0007,001-8,Los Pocitos Monjas,,,
20,063,0002,002-7,Lomas de Nazareno,,,
20,068,0003,003-8,La Chilaíta,,,
20,068,0004,003-8,San Cristóbal Ixcatlán,,,
20,068,0015,003-8,San Pedro Guegorexe,,,
20,072,0005,001-1,El Porvenir,,,
20,073,0116,008-0,El Carrizal de Galeana,,,
20,077,0003,001-8,San Lázaro Etla,,,
20,079,0030,011-6,Colonia la Brecha,,,
20,085,0010,001-A,Quelové,,,
20,085,0011,004-3,San Francisco Loxicha,,,
20,085,0034,004-3,El Recuerdo,,,
20,085,0046,004-3,Santa María Bella Vista,,,
20,095,0010,001-6,La Concepción,,,
20,097,0003,001-0,Santo Domingo Yojovi,,,
20,098,0013,002-2,Colonia Constitución,,,
20,098,0027,001-8,Guadalupe (Barrio Guadalupe),,,
20,103,0002,002-4,Lachicuvica,,,
20,105,0007,001-4,San Isidro Monteverde,,,
20,110,0006,001-4,Yosocahua,,,
20,114,0003,001-3,San Jerónimo Zoochina,,,
20,121,0006,001-8,La Unión Reforma,,,
20,127,0003,001-1,Cabeza del Río,,,
20,130,0002,002-1,Huamúchil,,,
20,133,0002,001-9,Benito Juárez,,,
20,133,0004,001-9,Mier y Terán,,,
20,133,0007,001-9,Ndoyonoyuji (Ciénega de Flores Amarillas),,,
20,134,0008,002-0,Loma de San Juan,,,
20,138,0002,001-5,San Miguel Cajonos,,,
20,141,0075,005-9,Colonia 12 de Abril,,,
20,141,0099,011-4,Santa Rita (Santa Rita del Mar),,,
20,141,0101,004-4,Primera Sección,,,
20,143,0008,004-9,Cerro Grande,,,
20,150,0010,003-9,Santa Cruz el Salto,,,
20,163,0003,001-8,Plan de Guadalupe,,,
20,164,0003,002-A,San Miguel Allende,,,
20,166,0004,001-A,Arroyo Frijol,,,
20,166,0010,001-A,Cerro Flores,,,
20,166,0015,003-9,La Guadalupe,,,
20,166,0017,002-4,Leyes de Reforma,,,
20,169,0005,003-0,El Tepeyac,,,
20,171,0040,002-4,Cerro Palmera,,,
20,175,0003,003-8,Zoquiápam Boca de los Ríos,,,
20,176,0003,003-5,Estancia,,,
20,177,0007,006-6,San José del Chilar,,,
20,178,0002,001-0,Asunción Etla,,,
20,178,0005,001-0,Santos Degollado,,,
20,178,0006,001-0,El Vergel,,,
20,184,0039,017-9,El Paraíso Zacatal,,,
20,184,0042,006-0,Paso Rincón,,,
20,184,0048,014-5,Rodeo Arroyo Pepesca,,,
20,184,0117,018-3,Pueblo Nuevo Ojo de Agua,,,
20,185,0008,002-A,La Culebra,,,
20,188,0007,002-1,Agua Fría,,,
20,190,0002,004-9,Arroyo Carrizal,,,
20,198,0014,005-1,Paso Real de Sarabia,,,
20,198,0022,013-6,El Triunfo,,,
20,198,0025,002-8,Brena Torres,,,
20,198,0035,003-2,Colonia Istmeña (Sección el Zapote),,,
20,198,0112,002-8,Nuevo Brena Torres,,,
20,199,0002,001-0,San José Chepetlán,,,
20,205,0015,006-2,Cerro Progreso,,,
20,205,0018,001-A,San José Río Manzo,,,
20,205,0025,008-1,Santiago Jalahui,,,
20,205,0048,007-7,Santa María la Nopalera,,,
20,205,0066,004-3,José López Portillo,,,
20,206,0002,002-1,Contlalco,,,
20,206,0008,002-1,Ciénega,,,
20,206,0009,002-1,Barrio Santiago,,,
20,207,0010,001-4,San José de las Flores,,,
20,207,0034,015-6,La Nueva Esperanza,,,
20,208,0009,002-6,Mesón de Guadalupe Primera Sección,,,
20,208,0065,006-4,Yosonduu,,,
20,208,0083,002-6,Mesón de Guadalupe,,,
20,210,0004,001-A,Sabinillo,,,
20,210,0012,002-4,San Pedro Yosoñama,,,
20,210,0015,002-4,San Isidro Yosoñama,,,
20,210,0025,002-4,Pueblo Nuevo,,,
20,214,0002,002-3,Maninaltepec,,,
20,227,0002,003-6,Guadalupe Hidalgo,,,
20,230,0003,001-2,San Jerónimo Nuchita,,,
20,232,0019,004-0,Cerro de Oro,,,
20,234,0013,001-1,Peña Blanca,,,
20,242,0006,002-8,Guadalupe,,,
20,249,0003,001-4,Boca del Río San Mateo,,,
20,255,0003,001-1,San Isidro (Agua de Lobo),,,
20,259,0002,001-0,La Luz Tenexcalco,,,
20,262,0002,002-0,Cuajimoloyas,,,
20,262,0003,002-0,Llano Grande,,,
20,263,0002,001-3,Campo Nuevo,,,
20,265,0035,002-2,Benito Juárez (El Trébol),,,
20,266,0010,005-3,Copalita la Hamaca,,,
20,266,0014,005-3,El Granadillo,,,
20,266,0016,002-A,Llano Jícara,,,
20,266,0030,004-9,Santa María Xadani,,,
20,269,0006,003-6,Madero,,,
20,269,0009,003-6,Ignacio Zaragoza,,,
20,271,0003,001-5,Barranca Fierro,,,
20,274,0005,001-7,Río Minas,,,
20,275,0002,001-4,Chuxnabán,,,
20,275,0003,001-4,Santa Cruz Condoy,,,
20,275,0024,001-4,Pueblo Nuevo (Buenavista),,,
20,277,0008,006-1,Gulera,,,
20,277,0016,006-1,Nachihuí,,,
20,277,0019,009-5,San Isidro Ojo de Agua,,,
20,277,0031,011-2,San Cristóbal,,,
20,277,0035,007-6,San Sebastián de las Grutas,,,
20,277,0045,007-6,Yoganita,,,
20,277,0068,010-8,El Carrizal,,,
20,278,0006,008-8,La Candelaria,,,
20,278,0010,006-9,Cerro Tepexcuintle,,,
20,278,0016,006-9,El Encajonado,,,
20,278,0020,008-8,Las Margaritas,,,
20,278,0068,002-0,Playa Lecuona (Miguel Hidalgo),,,
20,278,0073,004-A,Nuevo Buenavista,,,
20,283,0002,002-0,Nata,,,
20,286,0004,001-8,Santiago Nuxaño,,,
20,289,0003,001-A,Bramaderos San Nicolás,,,
20,291,0005,003-7,Comitlán,,,
20,297,0009,001-1,San Lucas Redención,,,
20,298,0004,003-8,Unión Zapata (Loma Larga),,,
20,307,0018,004-3,Santa María,,,
20,309,0026,001-4,Loma Coyol San Martín,,,
20,310,0002,001-5,Rancho de los Audelo,,,
20,310,0005,001-5,La Loma (Loma Grande),,,
20,310,0009,001-5,Loma Bonita (Paraje Jagüey),,,
20,310,0010,001-5,El Vergel,,,
20,310,0013,001-5,Arboleda,,,
20,310,0018,001-5,Colonia Tlacaelel,,,
20,310,0019,001-5,Jardines del Tepeyac,,,
20,318,0005,001-3,San Andrés Copala,,,
20,318,0010,002-8,La Reforma,,,
20,318,0042,003-2,Puente San José,,,
20,324,0010,003-A,San José Chacalapa,,,
20,324,0011,003-A,Chepilme,,,
20,324,0029,004-4,San Isidro Apango,,,
20,324,0030,003-A,San Miguel Figueroa,,,
20,324,0033,003-A,Santa María Limón,,,
20,324,0037,002-5,Xonene,,,
20,324,0039,003-A,Arroyo Zapote,,,
20,324,0050,004-4,Corcovado Petaca,,,
20,324,0052,003-A,El Piste,,,
20,324,0084,006-3,Playa Zipolite,,,
20,324,0098,003-A,La Lima [Barrio],,,
20,324,0124,007-8,Palotada (San Juan Palotada),,,
20,324,0125,001-0,Carnizuelo,,,
20,324,0137,004-4,Chapingo,,,
20,324,0191,004-4,Barrio Nuevo Chapingo,,,
20,324,0195,004-4,La Ciénega II,,,
20,324,0208,002-5,La Guayabita [Fraccionamiento],,,
20,324,0230,019-0,El Paraíso,,,
20,325,0021,002-2,El Porvenir,,,
20,325,0023,007-5,La Mancornada,,,
20,325,0038,001-8,San Pablo Lachiriega,,,
20,325,0042,008-A,Unión Juárez,,,
20,325,0042,008-A,Unión Juárez,,,
20,325,0042,008-A,Unión Juárez,,,
20,327,0006,009-9,Rincón Juárez,,,
20,327,0010,009-9,Pesquería Guadalupe,,,
20,327,0050,011-6,Pesquería Rancho Salinas,,,
20,327,0051,011-6,Pesquería Puerto Paloma,,,
20,330,0012,002-2,Santo Domingo del Río,,,
20,330,0024,001-8,Los Pinos [Colonia],,,
20,334,0030,014-4,La Pastoría,,,
20,334,0030,014-4,La Pastoría,,,
20,334,0035,005-5,San Felipe,,,
20,334,0044,010-6,Santa Rosa de Lima,,,
20,334,0133,014-4,Los Llanos del Espinal,,,
20,336,0016,001-1,San Martín Buenavista,,,
20,337,0014,001-9,El Portillo Matagallina,,,
20,338,0003,002-0,Santo Domingo Barrio Alto,,,
20,338,0006,002-0,Moctezuma [Colonia],,,
20,340,0003,001-4,San Francisco Huapanapan,,,
20,347,0002,001-5,Cieneguilla,,,
20,348,0002,001-2,Agua Buena,,,
20,348,0008,004-6,Guadalupe Nundaca,,,
20,348,0016,001-2,San Mateo Tunuchi,,,
20,348,0018,003-1,Santa Cruz Yosondica,,,
20,351,0002,001-8,Río Anona,,,
20,351,0008,001-8,La Estancia,,,
20,351,0010,001-8,Barrio Oriente,,,
20,351,0011,001-8,La Labor,,,
20,358,0004,001-9,Rincón de Tlapacoyan,,,
20,364,0022,002-0,Santa María Yolotepec,,,
20,365,0002,002-8,Benito Juárez,,,
20,378,0002,001-1,Emiliano Zapata,,,
20,378,0003,001-1,San Mateo Mixtepec,,,
20,381,0002,001-7,San José de la Pradera,,,
20,383,0002,001-1,La Estancia,,,
20,385,0008,029-A,San Isidro Monjas,,,
20,385,0009,029-A,San Juan Bautista la Raya,,,
20,386,0008,002-8,El Cucharal,,,
20,387,0002,002-5,La Barda Paso de Piedras,,,
20,388,0002,001-8,El Carmen,,,
20,388,0005,001-8,La Lobera,,,
20,392,0016,002-5,Moctezuma,,,
20,396,0002,001-A,Llano de Agua,,,
20,396,0003,001-A,San Agustín Nuevo,,,
20,397,0003,005-5,Campo de Aviación,,,
20,397,0004,003-6,Cañada María (Primera Sección),,,
20,397,0009,005-5,Las Huertas,,,
20,397,0012,005-5,La Lobera,,,
20,397,0013,008-9,Llano de Guadalupe,,,
20,397,0016,003-6,Nueva Reforma,,,
20,397,0053,007-4,Ejido Ojo de Agua (El Vergelito),,,
20,397,0058,006-A,Cañada Candelaria,,,
20,397,0068,002-1,El Capulín,,,
20,397,0111,007-4,La Unión,,,
20,398,0002,002-9,Guegovela,,,
20,399,0002,002-6,Montealbán,,,
20,399,0006,002-6,La Soledad,,,
20,401,0002,002-6,El Bajo,,,
20,401,0018,005-A,El Tomatal,,,
20,401,0021,004-5,Ventanilla,,,
20,401,0025,001-1,San José el Quequestle,,,
20,401,0061,003-0,El Salitrero,,,
20,404,0002,001-3,San Agustín Montelobos,,,
20,405,0004,002-5,San Marcos Monte de León,,,
20,406,0004,003-7,Benito Juárez,,,
20,407,0008,039-2,Santa Inés,,,
20,409,0002,001-A,Güendulain,,,
20,413,0005,003-1,Arroyo Súchil,,,
20,413,0007,005-0,Bajos del Arenal,,,
20,413,0050,005-0,Huatunalco (Barra de Huatunalco),,,
20,413,0119,003-1,Río Tangolunda (La Jabalina),,,
20,413,0123,002-7,Puente de Xúchilt,,,
20,413,0124,004-6,El Arrocito,,,
20,414,0009,004-3,Santa María Chicometepec,,,
20,418,0005,004-2,Llano Vería,,,
20,418,0008,009-5,San Cristóbal,,,
20,418,0020,009-5,Pochotillo,,,
20,426,0002,004-4,San José Contreras,,,
20,427,0002,002-2,Buenavista,,,
20,427,0006,001-8,La Princesa (El Polvorín),,,
20,427,0025,011-1,El Bajío,,,
20,427,0026,011-1,Las Flores,,,
20,427,0031,002-2,Llano Suchiapa,,,
20,429,0004,001-2,Santa Rosa Matagallinas,,,
20,435,0005,001-A,Mosquito Blanco,,,
20,439,0006,005-7,Cerro Gordo,,,
20,439,0016,006-1,Mazunte,,,
20,439,0024,001-9,San Francisco Cozoaltepec,,,
20,439,0026,002-3,San Juanito o la Botija,,,
20,439,0031,003-8,El Zapote,,,
20,439,0033,005-7,San Antonio,,,
20,439,0034,006-1,Rincón Alegre,,,
20,439,0056,003-8,Villa Unión,,,
20,439,0092,002-3,Santa Elena el Tule,,,
20,439,0120,006-1,Arroyo Tres,,,
20,447,0004,004-4,San Juan Cabeza del Río,,,
20,447,0007,004-4,Coyul Grande,,,
20,447,0019,007-8,San Miguel,,,
20,452,0003,002-5,San Sebastián Ocotlán,,,
20,455,0003,001-2,Santa Catarina Estancia,,,
20,459,0003,004-5,Lunatitlán del Progreso,,,
20,460,0004,006-5,San Juan del Río,,,
20,466,0004,004-A,El Carasol,,,
20,466,0008,003-5,La Humedad,,,
20,466,0010,005-4,Llano Verde,,,
20,466,0011,005-4,El Mosco,,,
20,467,0006,006-6,Charco Nduayoo,,,
20,467,0011,008-5,La Humedad,,,
20,467,0023,013-6,La Tuza,,,
20,467,0028,008-5,Emiliano Zapata (Chiapas),,,
20,468,0012,001-0,Plan Martín Chino,,,
20,468,0013,002-5,Plan Mata de Caña,,,
20,468,0014,002-5,Playa Limón,,,
20,468,0033,004-4,El Ojo de Agua,,,
20,469,0009,006-0,Concepción Carrizal,,,
20,469,0018,010-7,La Brama Paraje Pérez,,,
20,469,0025,010-7,La Sabana,,,
20,469,0029,010-7,San Juan Copala,,,
20,469,0042,002-2,Tinuma de Zaragoza,,,
20,469,0066,009-4,La Luz Rahelle,,,
20,469,0070,009-4,Paso de Águila Copala,,,
20,477,0003,001-A,Coquito,,,
20,480,0004,001-5,Ignacio Allende las Huertas,,,
20,481,0007,001-2,Yucubey de Cuitláhuac,,,
20,483,0002,002-1,Santa Cruz Lachixolana,,,
20,483,0003,002-1,Santo Domingo Tlaltinango,,,
20,484,0005,001-4,Santa Ana Rayón,,,
20,485,0009,002-6,San Isidro,,,
20,491,0003,001-9,El Frijol,,,
20,491,0005,002-3,San Isidro Llano Yerba,,,
20,494,0002,002-5,El Portezuelo,,,
20,494,0005,002-5,Buena Vista,,,
20,494,0009,002-5,Cañada de Yukcimil,,,
20,498,0018,007-7,Santa María Yaveo,,,
20,507,0016,001-0,Lagunillas,,,
20,509,0009,002-A,San José Piedras Negras,,,
20,509,0015,001-5,Piedra del Sol,,,
20,509,0017,001-5,Bajos de Santo Domingo,,,
20,510,0010,001-6,Reyes Ixcatlán,,,
20,515,0051,011-6,Colonia San Luis,,,
20,517,0003,001-7,Río Ramal,,,
20,520,0004,001-2,San Juan Reyes,,,
20,525,0005,008-0,Huanacastal,,,
20,526,0032,003-5,Cañada de los Matus,,,
20,534,0003,001-8,San Isidro la Cañada,,,
20,537,0028,006-2,Barrio San Miguelito,,,
20,545,0003,003-0,San Bernardino,,,
20,549,0009,006-3,San Isidro Zaragoza,,,
20,549,0020,004-4,Rancho Juárez,,,
20,555,0003,001-8,Santa María Roaló,,,
20,559,0062,002-1,La Gran Lucha,,,
20,559,0069,003-6,La Trinidad (Hondura de Nanche),,,
20,565,0015,004-8,San Pedro la Reforma,,,
20,565,0027,004-8,Real del Valle [Fraccionamiento],,,
20,565,0037,004-8,Ninguno,,,
20,566,0008,003-0,El Sabino,,,
20,566,0011,003-0,Benito Juárez,,,
20,567,0012,002-3,San Miguel Hidalgo,,,
20,570,0002,009-0,La Raya,,,
20,570,0003,010-3,San Nicolás Quialana,,,
20,570,0006,007-1,San Sebastián Río Dulce,,,
20,570,0011,022-6,Valdeflores,,,
20,570,0012,007-1,Las Juntas,,,
20,570,0013,007-1,Las Huertas,,,
20,570,0020,008-6,La Cumbre Clavellinas,,,
20,570,0078,009-0,Barrio San José (La Nopalera),,,
21,003,0017,008-0,Tetelcingo,,,
21,004,0003,006-9,Carmen Serdán,,,
21,004,0008,007-3,San Sebastián Teteles,,,
21,004,0029,006-9,Virreyes de Juárez,,,
21,006,0006,002-5,Tlayehualancingo (San Andrés),,,
21,008,0006,001-5,Laguna Seca,,,
21,008,0008,001-5,Tenejaque,,,
21,008,0014,001-5,Santa Félix,,,
21,008,0021,001-5,Ejido Mesa Chica,,,
21,010,0002,008-5,San Sebastián Alcomunga,,,
21,010,0015,009-A,Huitzmaloc,,,
21,010,0019,006-6,Vista Hermosa Zayulapa,,,
21,010,0027,008-5,Loma Bonita,,,
21,010,0038,006-6,Moyotepec,,,
21,010,0055,008-5,Playa Vicente,,,
21,015,0055,006-2,Conjunto Campestre Haras,,,
21,016,0015,001-7,El Terrero,,,
21,016,0020,001-7,Pachuquilla,,,
21,017,0004,001-4,Cala Sur,,,
21,017,0007,001-4,San Nicolás (Animazco),,,
21,017,0011,001-4,Tanhuixco,,,
21,018,0003,002-6,Santiago Nopala,,,
21,019,0024,075-2,Emiliano Zapata los Molinos,,,
21,019,0052,019-9,La Sabana (San Juan la Sabana),,,
21,019,0060,020-1,San Félix Hidalgo,,,
21,019,0071,075-2,San Juan Tejaluca,,,
21,022,0002,001-4,San Francisco Xochiteopan,,,
21,023,0010,003-0,Guadalupe Xochiloma,,,
21,027,0013,001-0,Plan de San Miguel,,,
21,034,0020,003-4,Curitiba,,,
21,035,0012,004-6,Tequexpalco,,,
21,036,0016,001-A,Xocotla,,,
21,036,0029,001-A,Xomapa,,,
21,036,0030,004-3,Yohuajca,,,
21,039,0011,002-6,San José Río Bravo,,,
21,041,0025,017-0,Villa de los Ángeles,,,
21,043,0009,003-3,Equimita,,,
21,045,0015,009-5,Guadalupe Sabinal,,,
21,047,0026,024-4,Centeocala,,,
21,049,0013,002-2,Tlaxco (Santiago Tlaxco),,,
21,049,0014,002-2,San Lorenzo Tlaxipehuala,,,
21,049,0017,002-2,Zempoala,,,
21,050,0003,001-9,Jesús María Acatla,,,
21,051,0002,008-8,Ahuehuetzingo,,,
21,051,0018,007-3,Pueblo Nuevo de Porfirio Díaz,,,
21,051,0019,007-3,San Isidro la Sábila,,,
21,051,0025,008-8,San Miguel Tecolacio,,,
21,051,0053,008-8,La Palma (El Trinquete),,,
21,053,0017,006-3,Ixtlahuaca (Palancingo),,,
21,053,0018,009-7,Loma Alta,,,
21,053,0128,012-9,Venta Ahumada,,,
21,053,0162,011-4,El Sifón,,,
21,058,0038,002-1,Barrio del Corazón de Jesús Tercera Sección,,,
21,064,0037,005-2,Coyolito (El Coyol),,,
21,065,0009,003-0,San José Buenavista,,,
21,067,0003,002-0,Guadalupe Buenavista (El Tecolote),,,
21,069,0011,004-4,El Paraíso,,,
21,069,0013,003-A,San Antonio Cuautla,,,
21,069,0022,003-A,Soledad Morelos,,,
21,069,0058,006-3,Emiliano Zapata (Colonia San Miguel),,,
21,070,0002,002-6,Ahuatempan (San Lucas Ahuatempan),,,
21,070,0011,002-6,Tepanacitla (Guadalupe Tepanacitla),,,
21,071,0002,007-6,Ahuacatlán,,,
21,071,0011,042-8,Cuautlita,,,
21,071,0015,042-8,Ixhuacatla,,,
21,071,0017,007-6,Mesa de Capulines,,,
21,071,0032,005-7,Texcapa,,,
21,074,0025,022-2,San José Tlautla,,,
21,074,0115,021-8,Valle de San Miguel,,,
21,075,0004,001-8,La Aurora,,,
21,076,0057,005-3,El Mohón,,,
21,076,0060,005-3,Ejido Hueytamalco,,,
21,076,0071,003-4,El Progreso,,,
21,082,0007,002-7,Santa Cecilia Clavijero,,,
21,083,0009,006-2,Cristalaco,,,
21,083,0025,005-8,Oyametepec,,,
21,083,0056,006-2,Zaragoza,,,
21,083,0059,006-2,Minillas (La Garita),,,
21,083,0062,002-4,Almeya,,,
21,083,0135,008-1,El Tres,,,
21,085,0009,006-7,San José las Bocas,,,
21,085,0010,006-7,San Pedro Calantla,,,
21,085,0015,013-7,San Lucas Colucan,,,
21,085,0032,018-A,San Martín la Flor (La Flor Colorada),,,
21,086,0004,003-0,Agua Linda,,,
21,087,0005,007-6,Santiago Mitepec,,,
21,092,0002,005-7,Magdalena Alquizapán,,,
21,094,0029,002-8,San José la Libertad,,,
21,099,0011,004-3,Puerta Cañada,,,
21,099,0012,004-3,San Antonio Soledad,,,
21,104,0053,003-0,Colonia Obrera,,,
21,104,0057,003-0,La Joya,,,
21,105,0002,001-9,Guadalupe Victoria,,,
21,106,0002,005-4,Santiago Coltzingo,,,
21,106,0021,004-A,San Nicolás,,,
21,111,0009,006-9,Cayhuapan,,,
21,111,0011,004-A,La Ceiba Chica,,,
21,113,0014,005-9,Loma Bonita,,,
21,114,0138,108-8,Calderón (Crucero el Oasis),,,
21,114,0224,107-3,Santa María Guadalupe Tecola,,,
21,114,0398,129-A,Bosques de Amalucan Segunda Sección,,,
21,114,0431,129-A,Signoret,,,
21,114,0440,105-4,Santa Clara la Venta,,,
21,114,0499,106-9,Tlacaelel,,,
21,114,0513,132-1,San Miguel la Venta,,,
21,116,0025,003-1,Tlanepantla,,,
21,116,0030,003-1,Xacaxomulco,,,
21,116,0069,003-1,Tlahuitompa,,,
21,120,0002,002-A,Colonia Cuitlaxtepec,,,
21,120,0003,001-5,San Esteban Necoxcalco,,,
21,122,0003,002-4,San Matías Atzala,,,
21,123,0007,001-7,Pachoc,,,
21,127,0007,003-5,Cañada Estaca,,,
21,129,0003,005-9,San José Axuxco,,,
21,130,0003,002-6,San José Guerrero,,,
21,132,0036,031-7,Llano las Piedras,,,
21,141,0006,001-5,San José Agua Zarca,,,
21,144,0039,002-1,Moises Saba [Unidad Habitacional],,,
21,148,0003,001-6,San Pablo Ahuatempa,,,
21,148,0007,001-6,El Mirador,,,
21,149,0004,002-8,San José Monte Chiquito,,,
21,152,0015,001-9,Colonia Benito Juárez,,,
21,153,0007,001-6,San Luis Ajajalpan,,,
21,153,0013,003-5,Aquiles Serdán,,,
21,154,0006,004-7,Lomas de Romero,,,
21,154,0036,004-7,El Salado,,,
21,155,0007,002-5,Quicayán,,,
21,156,0002,155-2,Rancho Cabras (San Salvador Otzolotepec),,,
21,156,0100,026-8,Colonia Guadalupe,,,
21,156,0179,017-9,Los Olivos,,,
21,157,0007,006-8,Los Hornos de Zaragoza,,,
21,157,0017,003-4,Santa Cruz Tejalpa,,,
21,164,0016,039-7,San Mateo Parra,,,
21,164,0025,007-7,Tlayoatla Joya de Rodríguez,,,
21,166,0010,001-4,Xoyatla,,,
21,166,0015,002-9,El Pedregal,,,
21,166,0021,002-9,El Paraíso,,,
21,168,0010,002-3,San Mateo,,,
21,170,0009,001-7,Mancuernas (El Triunfo),,,
21,174,0035,043-A,Cuaxoxpan,,,
21,174,0045,043-A,Sección 23,,,
21,175,0008,003-2,Santo Domingo Tenantitla,,,
21,175,0023,003-2,Pueblos Mágicos,,,
21,176,0003,001-0,Cuexpala (San Bartolo Cuexpala),,,
21,176,0005,001-0,Derramadero,,,
21,176,0007,001-0,Zolonquiapa,,,
21,177,0010,005-6,San José Buenavista,,,
21,177,0015,028-7,San Lucas el Viejo,,,
21,177,0018,005-6,San Francisco Esperilla,,,
21,177,0021,028-7,Tecaltzingo,,,
21,177,0028,037-6,Tecoxtle,,,
21,184,0002,001-2,Ahuacatlaya,,,
21,185,0002,002-4,Santo Domingo Ayotlicha,,,
21,186,0026,003-6,Pezmatlán,,,
21,186,0056,003-6,Acocogta,,,
21,186,0061,003-6,Ilita,,,
21,186,0100,004-0,Salvadorco,,,
21,191,0007,002-1,Zaragoza de la Luz,,,
21,193,0010,001-1,San Martín Teteles,,,
21,194,0070,003-8,Las Palmitas,,,
21,197,0017,009-7,San Agustín Atlihuácan,,,
21,199,0011,012-3,San José,,,
21,205,0004,004-8,Rancho Chico,,,
21,205,0009,006-7,San Mateo Tlacomulco,,,
21,205,0027,004-8,El Zorrillal (San Isidro),,,
21,206,0014,001-1,El Rosario Xochitiopan,,,
21,206,0017,003-0,San Mateo Mimiapan,,,
21,206,0026,001-1,Rancho Nuevo los Navarros,,,
21,207,0003,002-3,Atacpan,,,
21,207,0006,002-3,Cuacuilco,,,
21,208,0017,005-4,Las Lajas (Segunda Sección),,,
21,208,0022,004-A,Nanacamila,,,
21,208,0038,006-9,San Cristóbal Xochimilpa,,,
21,208,0069,004-A,Las Lajas Primera Sección,,,
21,209,0074,004-7,El Arenal,,,
21,212,0012,002-3,Huitzitzilapan,,,
21,212,0028,004-2,Tlamanca,,,
21,213,0013,001-6,Ocomantla,,,
21,215,0006,001-0,Santa Cruz,,,
22,001,0009,007-6,El Carmen (Santiago Mexquititlán Barrio 6to.),,,
22,001,0020,008-0,La Ladera,,,
22,001,0025,006-1,Mesillas,,,
22,001,0040,005-7,San José Ithó,,,
22,001,0056,007-6,San Nicolás de la Torre,,,
22,001,0060,003-8,La Cruz (San Bartolo),,,
22,001,0093,007-6,Loma de las Víboras (Santiago Mexquititlán Barrio 6to.),,,
22,004,0015,010-A,Boyé,,,
22,004,0019,026-0,Carricillo,,,
22,004,0065,010-A,La Mesa Providencia,,,
22,004,0104,009-7,Santa Bárbara,,,
22,004,0215,013-3,La Presa (La Nueva Presita),,,
22,004,0261,006-3,Los Mateos,,,
22,005,0103,007-5,El Nuevo Rumbo,,,
22,005,0228,004-1,Los Naranjos [Fraccionamiento],,,
22,006,0021,004-9,La Poza,,,
22,006,0023,005-3,Presa de Bravo,,,
22,006,0027,004-9,Purísima de San Rafael,,,
22,007,0029,003-1,Los Ramírez,,,
22,007,0135,003-1,La Nueva Unidad,,,
22,007,0187,003-1,Valle Colorado,,,
22,007,0254,001-2,Las Flores,,,
22,007,0265,003-1,Piedras Negras,,,
22,008,0018,001-A,El Milagro,,,
22,008,0135,003-9,La Ceja,,,
22,009,0010,007-4,Arroyo de las Cañas,,,
22,009,0060,021-4,Valle Verde,,,
22,009,0267,010-6,Villas Jalpan,,,
22,011,0013,011-9,El Carmen,,,
22,011,0060,011-9,Campestre San Isidro [Fraccionamiento],,,
22,011,0391,011-9,Barrio Buenavistilla,,,
22,012,0024,003-1,Las Postas,,,
22,012,0165,001-2,Valle Dorado,,,
22,013,0004,001-A,Agua Caliente,,,
22,013,0009,006-2,El Álamo,,,
22,013,0041,005-8,La Ordeña,,,
22,013,0052,008-1,San Juanico,,,
22,013,0061,008-1,La Vega (Las Vegas),,,
22,013,0088,007-7,La Estación,,,
22,014,0046,001-7,La Estacada,,,
22,014,0068,001-7,La Monja,,,
22,014,0176,005-5,Huertas la Joya [Fraccionamiento Campestre],,,
22,014,0229,151-3,Gobernantes,,,
22,014,0561,151-3,Puertas de San Miguel [Fraccionamiento],,,
22,014,0585,005-5,Grand Juriquilla,,,
22,015,0017,001-4,El Plátano,,,
22,016,0004,004-5,Barranca de Cocheros,,,
22,016,0005,012-A,Buenavista,,,
22,016,0011,011-5,Cerro Gordo,,,
22,016,0015,012-A,El Chaparro,,,
22,016,0030,001-1,Laguna de Lourdes,,,
22,016,0037,001-1,San Javier,,,
22,016,0041,087-8,Palmillas,,,
22,016,0048,011-5,Puerta de Palmillas,,,
22,016,0063,012-A,Santa Lucía,,,
22,016,0067,011-5,El Sitio,,,
22,016,0077,013-4,El Rodeo,,,
22,016,0087,013-4,Buenavista Palma de Romero,,,
22,016,0104,002-6,San Gil,,,
22,016,0111,012-A,San Pablo Potrerillos,,,
22,016,0197,086-3,Ejido el Carrizo,,,
22,016,0248,086-3,Villas de San José,,,
22,016,0332,087-8,Revolución,,,
22,016,0379,003-0,Loma Alta [Fraccionamiento],,,
22,017,0021,003-8,La Trinidad,,,
22,018,0012,004-A,El Cerrito Parado,,,
22,018,0043,006-9,Sabino de San Ambrosio,,,
22,018,0119,004-A,El Tule,,,
23,002,0108,079-2,Noh-Bec,,,
23,002,0243,060-8,Tabi,,,
23,004,0050,123-A,Laguna Guerrero,,,
23,004,0073,133-3,Ramonal,,,
23,004,0119,119-3,San Pedro Peralta,,,
23,004,0163,118-9,Lázaro Cárdenas Segundo,,,
23,004,0264,124-4,Raudales,,,
23,008,0217,011-8,Punta Maroma,,,
